Row_ID,Order_ID,Order_Date,Ship_Date,Customer_Name,Segment,City,Category,Product_Name,Sales,Quantity,Discount,Profit
202,ORD00202,23-07-2025,25-07-2025,Sarah Fisher,Consumer,Pune,Furniture,Few Furniture,8240.22,8,0.1,42.75
203,ORD00203,13-05-2025,16-05-2025,Sharon Burns,Corporate,Pune,Furniture,Mother Electronics,907.89,4,0.24,186.66
204,ORD00204,01-02-2026,05-02-2026,Kathleen Baker,Corporate,Delhi,Beauty,Nature Furniture,6131.12,7,0.42,1115.76
205,ORD00205,05-12-2025,11-12-2025,Jillian Cherry,Consumer,Hyderabad,Grocery,Black Beauty,2849.55,4,0.33,-444.63
206,ORD00206,17-10-2025,22-10-2025,Maria Guerra,Consumer,Chennai,Electronics,Else Furniture,9893.85,6,0,1221.7
207,ORD00207,01-09-2025,03-09-2025,Jeffrey Reed,Consumer,Chennai,Fashion,Parent Beauty,5255.07,4,0.47,132.12
208,ORD00208,05-11-2024,07-11-2024,Annette Brown,Home Office,Chennai,Furniture,Life Grocery,2499.02,7,0.13,-435.15
209,ORD00209,24-05-2025,26-05-2025,Douglas Little,Corporate,Pune,Beauty,Reality Beauty,6666.36,7,0.33,423.34
210,ORD00210,29-06-2024,06-07-2024,Sharon Turner,Corporate,Chennai,Furniture,Something Electronics,4298.69,4,0.27,-194.44
211,ORD00211,06-05-2025,13-05-2025,Parker Wilson,Consumer,Chennai,Furniture,Home Grocery,3988.52,5,0.22,22.21
212,ORD00212,12-03-2025,16-03-2025,Karen Marquez,Corporate,Chennai,Fashion,Chair Electronics,3933.26,10,0.49,679.77
213,ORD00213,08-03-2026,15-03-2026,Greg Parker,Consumer,Chennai,Beauty,Continue Electronics,5789.86,1,0.4,1804.16
214,ORD00214,14-02-2026,17-02-2026,Brandon Williams,Home Office,Pune,Furniture,Stay Furniture,4371.63,6,0.13,-396.89
215,ORD00215,12-01-2025,15-01-2025,Cory Ortiz,Home Office,Mumbai,Electronics,Morning Grocery,8571.11,2,0.29,-674.93
216,ORD00216,28-07-2024,04-08-2024,Amber Melendez,Consumer,Pune,Electronics,Bad Beauty,6276.32,1,0.35,1767.13
217,ORD00217,10-08-2024,15-08-2024,Kyle Butler,Corporate,Hyderabad,Grocery,Customer Fashion,494.52,7,0.4,137.05
218,ORD00218,28-10-2025,01-11-2025,Rebecca Reed,Home Office,Delhi,Electronics,Tree Electronics,1480.33,6,0.44,71.12
219,ORD00219,18-02-2025,19-02-2025,Elizabeth Greene,Home Office,Hyderabad,Beauty,Certainly Fashion,4529.96,8,0.46,29.72
220,ORD00220,27-03-2025,31-03-2025,Steven Caldwell,Home Office,Chennai,Fashion,Brother Beauty,4447.41,7,0.11,1059.32
221,ORD00221,12-07-2025,19-07-2025,Rita Cabrera,Corporate,Pune,Beauty,Though Beauty,8258.29,1,0.48,689.3
222,ORD00222,17-11-2025,22-11-2025,Kayla Williams,Home Office,Bangalore,Beauty,Part Grocery,4128,1,0.06,-234.94
223,ORD00223,08-06-2025,14-06-2025,Austin Craig,Home Office,Mumbai,Electronics,Find Grocery,4140.79,4,0.41,-312.91
224,ORD00224,11-04-2026,18-04-2026,Brian Gutierrez,Corporate,Delhi,Electronics,Offer Beauty,8036.18,10,0.38,593.57
225,ORD00225,22-01-2026,27-01-2026,Linda Mejia,Corporate,Hyderabad,Electronics,Argue Grocery,6115.86,7,0.5,-362.18
226,ORD00226,30-08-2024,02-09-2024,Michael Ellis,Corporate,Bangalore,Fashion,Couple Fashion,2920.81,4,0.41,127.51
227,ORD00227,11-10-2025,14-10-2025,Maria Baker,Home Office,Delhi,Electronics,Threat Beauty,938.63,8,0.32,-138.77
228,ORD00228,13-02-2025,15-02-2025,Michael Anthony,Corporate,Pune,Fashion,Customer Fashion,1876.08,5,0.38,396.3
229,ORD00229,05-12-2024,10-12-2024,Kaitlyn Moore,Consumer,Pune,Fashion,True Electronics,1894.61,4,0.15,-284.36
230,ORD00230,26-05-2024,31-05-2024,Ann Wade,Corporate,Delhi,Grocery,His Electronics,8143.73,4,0.49,1666.37
231,ORD00231,15-08-2024,22-08-2024,Frances Brown,Consumer,Hyderabad,Fashion,Avoid Beauty,1638.39,8,0.35,92.43
232,ORD00232,07-11-2025,11-11-2025,Christopher Christian,Home Office,Hyderabad,Electronics,Sure Electronics,5667.06,3,0.3,-710.07
233,ORD00233,21-06-2025,27-06-2025,Brian Ortiz,Corporate,Hyderabad,Electronics,Significant Fashion,9723.59,5,0.14,-850.24
234,ORD00234,30-06-2025,04-07-2025,Ariana Wilson,Corporate,Mumbai,Grocery,Door Electronics,5056.63,6,0.1,818.66
235,ORD00235,20-07-2025,27-07-2025,Susan Carrillo,Corporate,Pune,Grocery,Life Electronics,2249.9,5,0.09,690.01
236,ORD00236,10-03-2025,15-03-2025,Chad Bowers,Consumer,Hyderabad,Electronics,Network Electronics,5394.98,10,0.35,1191.85
237,ORD00237,16-09-2024,21-09-2024,Jennifer Jackson,Consumer,Bangalore,Beauty,Space Furniture,5086.35,1,0.02,-4.18
238,ORD00238,14-12-2025,20-12-2025,Justin Rogers,Home Office,Delhi,Furniture,Man Furniture,3836.93,1,0.39,1231.45
239,ORD00239,14-08-2024,21-08-2024,Mary Simmons,Home Office,Hyderabad,Electronics,Continue Fashion,9304.7,7,0.15,-80.87
240,ORD00240,08-11-2024,11-11-2024,Brandon Lam,Consumer,Bangalore,Beauty,Particularly Furniture,9422.44,8,0.08,-505
241,ORD00241,26-04-2025,29-04-2025,Gary Jenkins,Corporate,Mumbai,Fashion,Yourself Grocery,2109.24,5,0.46,-336.73
242,ORD00242,01-11-2024,03-11-2024,Casey Kennedy,Home Office,Chennai,Furniture,Opportunity Fashion,6999.56,5,0.5,1854.14
243,ORD00243,01-12-2025,08-12-2025,Deanna Pope,Consumer,Pune,Electronics,Traditional Electronics,2352.48,1,0.04,78.44
244,ORD00244,28-12-2025,31-12-2025,Mandy Delgado,Corporate,Pune,Beauty,Me Electronics,4442.8,1,0.01,985.33
245,ORD00245,28-08-2025,04-09-2025,Randall Silva,Home Office,Bangalore,Furniture,Me Beauty,7221.78,6,0.32,1349.21
246,ORD00246,19-03-2026,20-03-2026,Robin Reed,Corporate,Chennai,Furniture,Game Grocery,3177.29,4,0.5,143.16
247,ORD00247,19-05-2025,23-05-2025,Ashley Ramsey,Home Office,Bangalore,Beauty,Actually Grocery,5809.98,6,0.39,1941.85
248,ORD00248,10-07-2024,12-07-2024,Katherine Williams,Consumer,Bangalore,Furniture,Receive Furniture,387.67,7,0.1,40.55
249,ORD00249,05-02-2026,06-02-2026,Sheila Cox,Home Office,Delhi,Fashion,Low Furniture,1425.79,6,0.22,-117.33
250,ORD00250,11-12-2024,14-12-2024,Jennifer Proctor,Home Office,Chennai,Beauty,Catch Furniture,3145.19,7,0.45,676.53
251,ORD00251,11-03-2026,12-03-2026,Andrea Thomas,Consumer,Bangalore,Grocery,Factor Furniture,3823.46,1,0.26,579.07
252,ORD00252,11-08-2024,17-08-2024,Gwendolyn Roman,Corporate,Mumbai,Electronics,Eight Furniture,982.74,1,0.34,280.02
253,ORD00253,18-05-2024,20-05-2024,Kristen Carpenter,Consumer,Bangalore,Grocery,Least Furniture,7381.28,3,0.46,-816.8
254,ORD00254,04-12-2025,06-12-2025,Danielle Alvarez,Home Office,Mumbai,Electronics,Policy Electronics,8722.26,10,0.02,2114.1
255,ORD00255,27-06-2025,30-06-2025,Melissa Mullins,Corporate,Pune,Beauty,Condition Fashion,711.63,5,0.16,171.29
256,ORD00256,06-08-2025,09-08-2025,Calvin Cain,Consumer,Chennai,Furniture,Summer Grocery,3194.22,6,0.16,-553.76
257,ORD00257,06-03-2025,12-03-2025,Whitney Martinez,Home Office,Pune,Furniture,Interest Furniture,1500.75,7,0.13,504.61
258,ORD00258,19-01-2026,26-01-2026,Adam George,Consumer,Mumbai,Furniture,Best Grocery,978.29,6,0.03,-97.84
259,ORD00259,15-01-2026,17-01-2026,Dawn Williams,Home Office,Chennai,Furniture,Relationship Fashion,1192.3,2,0.12,135.01
260,ORD00260,27-01-2025,03-02-2025,Brandy Brooks,Corporate,Delhi,Electronics,True Electronics,1961.29,1,0.25,161.74
261,ORD00261,02-09-2025,07-09-2025,Robert Peters,Corporate,Bangalore,Fashion,Even Grocery,7240.54,8,0.18,2161.54
262,ORD00262,25-07-2024,01-08-2024,Gregory Jackson,Consumer,Mumbai,Furniture,Position Beauty,1389.37,3,0.07,162.26
263,ORD00263,05-02-2026,11-02-2026,Nicholas Smith,Corporate,Pune,Grocery,Party Furniture,4712.25,5,0.17,-468.89
264,ORD00264,06-12-2024,13-12-2024,Claudia Gibson,Corporate,Hyderabad,Furniture,Reduce Grocery,4613.74,10,0.48,646.41
265,ORD00265,01-03-2025,03-03-2025,Scott Davis,Corporate,Bangalore,Grocery,Tonight Grocery,2595.45,4,0.26,821.67
266,ORD00266,24-08-2025,31-08-2025,Whitney Mclean,Consumer,Chennai,Furniture,Break Electronics,2052.32,7,0.47,-303.18
267,ORD00267,13-06-2024,14-06-2024,Rebecca Wise,Consumer,Mumbai,Grocery,Whose Grocery,1924.16,4,0.15,-165.46
268,ORD00268,15-02-2026,16-02-2026,Bryan Jones,Home Office,Delhi,Electronics,Degree Fashion,7706.93,10,0.34,876.83
269,ORD00269,30-06-2024,06-07-2024,Nathaniel Marshall,Consumer,Pune,Fashion,Pick Grocery,6065.23,6,0.14,-167.15
270,ORD00270,24-07-2025,30-07-2025,Hannah Griffin,Home Office,Bangalore,Grocery,Water Beauty,6214.76,4,0.34,-454.19
271,ORD00271,02-07-2024,06-07-2024,Joseph Taylor,Corporate,Delhi,Furniture,Usually Electronics,7594.2,6,0.11,679.54
272,ORD00272,05-01-2025,10-01-2025,Deborah Brown,Corporate,Delhi,Electronics,Both Furniture,3877.49,9,0.31,252.89
273,ORD00273,17-05-2024,20-05-2024,Courtney Suarez,Consumer,Delhi,Beauty,Follow Furniture,2570.33,5,0.49,116.2
274,ORD00274,26-01-2025,28-01-2025,Karen Frye,Consumer,Mumbai,Beauty,Lose Grocery,6166.74,2,0.05,-105.28
275,ORD00275,22-11-2024,23-11-2024,Jonathan Blackwell,Corporate,Chennai,Beauty,However Grocery,4294.13,3,0.3,1361.07
276,ORD00276,13-07-2024,20-07-2024,Sergio Bryant,Corporate,Pune,Beauty,Line Electronics,6346.92,10,0.22,-800.82
277,ORD00277,09-04-2025,12-04-2025,Kelly Spencer,Home Office,Bangalore,Beauty,Establish Beauty,2963.36,7,0.4,-152
278,ORD00278,14-04-2025,17-04-2025,Erin Mcclure,Consumer,Pune,Grocery,Upon Grocery,1501.87,8,0.23,83.24
279,ORD00279,27-02-2025,01-03-2025,Anthony Davis,Corporate,Hyderabad,Fashion,Child Furniture,710.73,4,0.32,-73.57
280,ORD00280,07-03-2025,09-03-2025,Douglas Skinner,Home Office,Mumbai,Grocery,Address Fashion,2113.96,4,0.33,-383.23
281,ORD00281,29-07-2024,05-08-2024,Laura Osborn,Consumer,Chennai,Beauty,Charge Fashion,8630.21,9,0.42,2102.69
282,ORD00282,29-09-2024,01-10-2024,Lori Smith,Consumer,Delhi,Grocery,Focus Furniture,1707.23,3,0.21,597.02
283,ORD00283,05-12-2025,08-12-2025,Stephanie Davis,Consumer,Mumbai,Grocery,Room Beauty,9434.6,3,0.49,1084.49
284,ORD00284,20-06-2024,21-06-2024,Mark Newton,Corporate,Hyderabad,Electronics,Within Fashion,1687.72,8,0.08,206.74
285,ORD00285,06-10-2025,12-10-2025,Mark Tran,Home Office,Pune,Furniture,Group Beauty,6705.26,5,0.24,-582.92
286,ORD00286,06-03-2025,08-03-2025,Luke Boyd,Home Office,Bangalore,Electronics,Thing Electronics,3363.18,6,0.41,-159.33
287,ORD00287,29-11-2024,05-12-2024,Elizabeth Flores,Corporate,Bangalore,Grocery,Life Beauty,9145.94,3,0.16,1131.93
288,ORD00288,28-09-2024,04-10-2024,Christine Green,Consumer,Delhi,Beauty,Heart Fashion,6086.22,2,0.36,332.08
289,ORD00289,13-08-2025,20-08-2025,Wendy Skinner,Home Office,Chennai,Beauty,Whether Furniture,1809.7,1,0.19,58
290,ORD00290,23-07-2025,30-07-2025,John Crawford Jr.,Corporate,Hyderabad,Fashion,Pay Fashion,2650.93,2,0.06,841.32
291,ORD00291,02-09-2025,08-09-2025,Lisa Evans,Consumer,Pune,Furniture,Matter Furniture,4533.24,7,0.21,464.38
292,ORD00292,05-05-2025,08-05-2025,Kathryn Flores,Home Office,Bangalore,Electronics,Section Grocery,8804.66,4,0.26,1950.01
293,ORD00293,01-03-2025,08-03-2025,Laura Kerr,Home Office,Hyderabad,Furniture,Management Grocery,8898.46,7,0.05,-1339.83
294,ORD00294,09-12-2024,10-12-2024,Brandy Mcguire,Consumer,Mumbai,Electronics,Use Electronics,8542.87,8,0.41,1602.4
295,ORD00295,05-12-2024,06-12-2024,Tonya Powell,Corporate,Mumbai,Furniture,Cause Electronics,1126.58,8,0.12,20.41
296,ORD00296,02-07-2025,04-07-2025,Bryan Gardner,Home Office,Chennai,Furniture,These Furniture,8988.92,5,0.21,2932.53
297,ORD00297,14-09-2025,21-09-2025,Sean Morrow,Consumer,Mumbai,Beauty,Read Electronics,4719.05,4,0.13,1072.69
298,ORD00298,19-09-2024,20-09-2024,Alan Sharp,Home Office,Hyderabad,Beauty,Six Fashion,3366.45,3,0.31,-204.28
299,ORD00299,07-12-2024,14-12-2024,Donna Jones,Consumer,Chennai,Furniture,Put Beauty,8431.26,3,0.26,-1166.44
300,ORD00300,01-04-2026,08-04-2026,Miss Cassandra Evans,Home Office,Hyderabad,Fashion,Someone Beauty,3403.13,5,0.41,193.04
301,ORD00301,18-09-2024,22-09-2024,Jimmy Yu,Consumer,Mumbai,Grocery,Very Grocery,6183.96,1,0.28,-720
302,ORD00302,19-11-2025,23-11-2025,Jacqueline Wood,Corporate,Bangalore,Grocery,Southern Grocery,9947.75,4,0.26,3429.8
303,ORD00303,08-03-2025,11-03-2025,Kathleen Murray,Home Office,Pune,Grocery,Rather Beauty,4846.64,8,0.01,-348.75
304,ORD00304,04-05-2026,08-05-2026,Zachary Woodard,Home Office,Hyderabad,Electronics,Plan Fashion,2707.76,8,0.38,108.6
305,ORD00305,25-11-2025,30-11-2025,Janet Flores,Home Office,Delhi,Fashion,Fear Fashion,227.67,5,0.03,12.91
306,ORD00306,21-09-2024,25-09-2024,Jose Gray,Corporate,Mumbai,Electronics,Eye Beauty,395.05,9,0.14,122.05
307,ORD00307,17-02-2025,19-02-2025,Larry Jones,Consumer,Delhi,Grocery,Record Electronics,6251.28,8,0.21,1589.77
308,ORD00308,24-02-2026,03-03-2026,Rhonda Padilla,Corporate,Bangalore,Furniture,Very Beauty,4574.23,2,0.48,1455.22
309,ORD00309,28-04-2025,05-05-2025,Cynthia Berger,Consumer,Delhi,Furniture,They Electronics,3504.9,4,0.12,1162.68
310,ORD00310,21-04-2026,26-04-2026,Anthony Cole,Home Office,Bangalore,Beauty,Look Fashion,7647.43,1,0.21,1171.06
311,ORD00311,26-11-2025,27-11-2025,Anita Santos,Corporate,Chennai,Electronics,Together Grocery,9375.26,3,0.18,37.66
312,ORD00312,02-02-2026,03-02-2026,Sean Mueller,Corporate,Delhi,Fashion,Organization Electronics,9016.53,1,0.3,-1445.54
313,ORD00313,23-05-2024,24-05-2024,Susan Armstrong,Corporate,Bangalore,Furniture,Only Electronics,466.6,9,0.1,-5.26
314,ORD00314,28-11-2024,02-12-2024,Jacob Moon,Home Office,Bangalore,Fashion,Tonight Furniture,9855.03,5,0.49,839.2
315,ORD00315,18-10-2025,21-10-2025,Sheena Simmons,Corporate,Hyderabad,Furniture,Plan Fashion,8776.29,7,0.4,2571.79
316,ORD00316,01-11-2025,06-11-2025,Emily Walker,Home Office,Pune,Fashion,Organization Grocery,2753.38,9,0.17,777.49
317,ORD00317,07-12-2025,08-12-2025,Austin Castillo,Corporate,Bangalore,Furniture,Notice Electronics,3474.15,5,0.18,-624.84
318,ORD00318,15-03-2025,16-03-2025,Jill Spencer,Corporate,Hyderabad,Furniture,Order Furniture,2584.74,2,0.47,-503.8
319,ORD00319,28-12-2025,31-12-2025,Nathaniel White,Corporate,Mumbai,Furniture,Medical Grocery,3959.25,5,0.24,-267.06
320,ORD00320,21-11-2024,25-11-2024,Katrina Rose,Home Office,Chennai,Electronics,Live Fashion,5038.74,1,0.28,76.53
321,ORD00321,11-02-2025,16-02-2025,John Smith III,Home Office,Pune,Fashion,Hear Fashion,3734.96,8,0.34,82
322,ORD00322,29-04-2026,04-05-2026,Taylor Meyer,Home Office,Pune,Grocery,Occur Beauty,5515.15,3,0.04,688.7
323,ORD00323,16-08-2025,20-08-2025,Manuel Haney,Home Office,Chennai,Fashion,Leg Electronics,5097.99,9,0.37,839.52
324,ORD00324,20-02-2025,27-02-2025,Kristen Terrell,Corporate,Mumbai,Beauty,Media Furniture,3004.7,8,0.06,-480.08
325,ORD00325,11-02-2025,17-02-2025,Sharon Jordan,Corporate,Chennai,Grocery,Wish Furniture,5527.25,4,0.45,-494.9
326,ORD00326,08-01-2026,14-01-2026,Deborah Novak,Corporate,Hyderabad,Furniture,Next Fashion,3328.56,2,0.16,837.17
327,ORD00327,25-04-2026,28-04-2026,Daniel Buck,Home Office,Delhi,Beauty,Continue Fashion,8727.09,3,0.5,2385.03
328,ORD00328,16-01-2025,23-01-2025,Kevin Gutierrez,Consumer,Mumbai,Grocery,Way Beauty,5164.51,9,0.07,-1015.22
329,ORD00329,22-07-2025,28-07-2025,Sara Riley,Home Office,Pune,Fashion,Either Grocery,4508.93,6,0.08,192.52
330,ORD00330,02-04-2026,04-04-2026,Erica Gordon,Corporate,Pune,Beauty,Ago Furniture,6811.88,7,0.33,785.98
331,ORD00331,26-09-2024,27-09-2024,Wendy Jones,Home Office,Mumbai,Electronics,World Furniture,6923.61,6,0.23,550.43
332,ORD00332,28-07-2025,03-08-2025,Belinda Walker,Home Office,Delhi,Fashion,Risk Grocery,1979.62,7,0.05,-309.4
333,ORD00333,23-11-2024,25-11-2024,Greg Lawrence,Consumer,Hyderabad,Beauty,Quickly Grocery,5571.33,6,0.38,1695.47
334,ORD00334,07-06-2024,09-06-2024,Lauren Jones,Home Office,Bangalore,Furniture,Return Fashion,5868.07,8,0.23,81.15
335,ORD00335,18-02-2026,25-02-2026,Krista Bell,Home Office,Pune,Grocery,Success Furniture,2385.99,5,0.37,-418.76
336,ORD00336,02-06-2025,06-06-2025,Amy Wright,Corporate,Delhi,Grocery,Evidence Furniture,2786.4,5,0.09,-301.12
337,ORD00337,27-06-2025,29-06-2025,James Owen,Corporate,Pune,Beauty,Available Fashion,7132.98,3,0.01,2258.64
338,ORD00338,12-11-2025,17-11-2025,James Roberts,Corporate,Delhi,Fashion,Accept Electronics,1299.37,5,0.44,160.89
339,ORD00339,16-01-2026,20-01-2026,Natalie Marshall,Corporate,Delhi,Beauty,Response Beauty,4382.36,10,0.28,-30.52
340,ORD00340,05-11-2024,07-11-2024,Michael Martin,Consumer,Mumbai,Electronics,None Grocery,2429.88,7,0.4,770.23
341,ORD00341,28-02-2025,03-03-2025,Robert Gonzales,Home Office,Delhi,Furniture,Republican Furniture,5756.1,10,0.38,-568.38
342,ORD00342,16-02-2026,18-02-2026,Steven King,Corporate,Pune,Furniture,Red Fashion,9923.71,4,0.04,-1162.81
343,ORD00343,14-11-2025,17-11-2025,Mrs. Yolanda Williams MD,Consumer,Bangalore,Fashion,Yourself Beauty,6569.76,4,0.22,-1268.77
344,ORD00344,06-07-2025,07-07-2025,Amanda Wells,Corporate,Delhi,Grocery,Personal Electronics,379.59,3,0.12,42.06
345,ORD00345,05-03-2026,08-03-2026,Donald Mcneil,Consumer,Bangalore,Electronics,List Fashion,1464.93,6,0.07,395.97
346,ORD00346,30-09-2025,03-10-2025,Jodi Patterson,Consumer,Chennai,Electronics,Necessary Beauty,9050.08,7,0.25,-1805.56
347,ORD00347,29-08-2025,05-09-2025,Michael Nichols DDS,Corporate,Mumbai,Grocery,Among Grocery,9614.37,10,0.4,-85.64
348,ORD00348,05-08-2024,10-08-2024,Luis Lewis,Consumer,Bangalore,Grocery,Thousand Electronics,5651.82,4,0.44,-482.92
349,ORD00349,23-11-2025,27-11-2025,Sharon Wallace,Consumer,Chennai,Furniture,Though Fashion,2352.28,10,0.36,473.96
350,ORD00350,08-01-2025,14-01-2025,Adrian Rodriguez,Home Office,Hyderabad,Furniture,Item Grocery,5849.08,6,0.26,302.95
351,ORD00351,22-05-2025,24-05-2025,Andrew Brown,Corporate,Bangalore,Fashion,Open Furniture,5642.36,2,0.23,-677.23
352,ORD00352,24-12-2025,28-12-2025,Mary Garcia,Consumer,Mumbai,Grocery,House Beauty,383.8,2,0.48,21.45
353,ORD00353,23-06-2025,26-06-2025,Jennifer Mcfarland,Corporate,Mumbai,Grocery,Information Electronics,1880.59,2,0.28,367.44
354,ORD00354,07-01-2025,08-01-2025,Sandra Clark,Consumer,Mumbai,Electronics,Trial Furniture,154.47,9,0.47,-9.44
355,ORD00355,03-03-2026,05-03-2026,Michelle Leach,Consumer,Bangalore,Beauty,Carry Beauty,4408.05,5,0.19,147.12
356,ORD00356,17-04-2025,19-04-2025,Adam Washington,Home Office,Bangalore,Electronics,Water Fashion,7487.99,5,0.12,322.61
357,ORD00357,01-10-2024,05-10-2024,Christopher Ortiz,Consumer,Delhi,Beauty,Develop Beauty,4591.73,5,0.49,1016.75
358,ORD00358,09-08-2025,10-08-2025,William Weaver,Consumer,Mumbai,Grocery,Push Beauty,3113.04,5,0.27,-82.33
359,ORD00359,23-03-2025,24-03-2025,Mary Durham,Home Office,Bangalore,Fashion,Look Grocery,8311.68,7,0.17,-1276.6
360,ORD00360,01-09-2024,04-09-2024,Howard Little,Corporate,Chennai,Grocery,Edge Furniture,432.61,5,0.42,87.83
361,ORD00361,16-12-2025,19-12-2025,Kevin Boyer,Home Office,Pune,Grocery,Many Electronics,6240.92,8,0.2,-148.75
362,ORD00362,12-10-2025,14-10-2025,Frances Hatfield,Consumer,Delhi,Furniture,Help Grocery,2446.44,10,0.16,89.85
363,ORD00363,15-03-2025,19-03-2025,Edward Lewis,Corporate,Pune,Furniture,Make Furniture,7685.39,1,0.19,-543.68
364,ORD00364,05-10-2025,10-10-2025,Brian Swanson,Home Office,Mumbai,Fashion,Business Grocery,5100.61,3,0.28,1243.45
365,ORD00365,19-08-2024,21-08-2024,David Baker,Home Office,Mumbai,Grocery,Collection Grocery,9893.56,3,0,-1829.61
366,ORD00366,05-01-2026,10-01-2026,Brendan Berry,Home Office,Pune,Furniture,Budget Beauty,5684.89,7,0.17,441.63
367,ORD00367,23-07-2025,25-07-2025,Leslie Schultz,Corporate,Hyderabad,Beauty,Season Grocery,5256.17,5,0.18,1027.57
368,ORD00368,17-08-2024,22-08-2024,Marisa Adams,Corporate,Hyderabad,Fashion,Factor Furniture,3536.82,2,0.2,-500.92
369,ORD00369,28-10-2025,01-11-2025,Dr. Albert Evans,Consumer,Mumbai,Electronics,Manager Electronics,1469.14,8,0.34,294.49
370,ORD00370,24-01-2025,27-01-2025,Jane Munoz,Consumer,Mumbai,Electronics,Including Grocery,3798.57,1,0.47,-147.44
371,ORD00371,26-02-2026,02-03-2026,David Rodriguez,Consumer,Bangalore,Beauty,Television Beauty,7344.66,4,0.26,2548.25
372,ORD00372,26-11-2024,02-12-2024,Haley Hernandez,Consumer,Bangalore,Beauty,Party Grocery,6909.4,2,0.1,-707.19
373,ORD00373,13-11-2024,17-11-2024,Kimberly Trevino,Corporate,Chennai,Electronics,Picture Fashion,9786.67,6,0.35,526.86
374,ORD00374,03-05-2025,09-05-2025,Rebekah Ford,Consumer,Mumbai,Electronics,Him Fashion,2582.48,4,0.22,-294.59
375,ORD00375,22-11-2025,29-11-2025,Eric Cook,Home Office,Hyderabad,Fashion,High Beauty,8247.13,10,0.28,2286.88
376,ORD00376,21-11-2025,22-11-2025,Samuel Hawkins,Corporate,Chennai,Electronics,Dream Electronics,4101.46,2,0.43,302.44
377,ORD00377,14-01-2026,21-01-2026,James Riley,Home Office,Delhi,Fashion,Very Furniture,2445.1,5,0.21,681.26
378,ORD00378,13-10-2025,20-10-2025,Patrick Davila,Corporate,Mumbai,Electronics,Member Grocery,8637.99,1,0.09,440.7
379,ORD00379,16-07-2024,19-07-2024,William Lopez,Consumer,Chennai,Beauty,Onto Beauty,3762.56,1,0.25,1264.36
380,ORD00380,22-01-2025,29-01-2025,Ariel Ruiz,Home Office,Bangalore,Electronics,Current Furniture,8594.31,4,0.48,-1608.92
381,ORD00381,08-03-2026,13-03-2026,Linda Washington,Corporate,Pune,Fashion,That Fashion,2447.64,2,0.27,177.04
382,ORD00382,27-08-2025,30-08-2025,Heather Holloway,Consumer,Bangalore,Fashion,Increase Beauty,3645.5,4,0.36,1138.62
383,ORD00383,30-05-2024,31-05-2024,Brenda Arellano,Corporate,Delhi,Furniture,Table Beauty,4019.4,9,0.41,-125.61
384,ORD00384,12-05-2024,19-05-2024,Ashley Jones,Home Office,Pune,Fashion,Wrong Beauty,7509.92,9,0.46,-1134.25
385,ORD00385,12-06-2024,13-06-2024,Nicole Parsons,Home Office,Pune,Furniture,American Grocery,6125.73,7,0.03,-1135.61
386,ORD00386,31-08-2024,04-09-2024,Andre Daniels,Home Office,Mumbai,Furniture,Outside Beauty,3422.79,10,0.22,332.11
387,ORD00387,12-05-2025,19-05-2025,Joseph Munoz,Corporate,Chennai,Beauty,Technology Grocery,9860.21,8,0.22,197.36
388,ORD00388,03-01-2026,10-01-2026,Wayne Dominguez,Home Office,Hyderabad,Electronics,Space Furniture,5720.99,10,0.01,998.03
389,ORD00389,17-01-2026,22-01-2026,Sandra Brown,Home Office,Bangalore,Electronics,Network Furniture,7963.4,8,0.42,-1098.1
390,ORD00390,17-08-2025,18-08-2025,Thomas Walker,Corporate,Delhi,Beauty,Cell Fashion,5496.34,8,0.26,85.88
391,ORD00391,04-01-2025,05-01-2025,David Holmes,Home Office,Chennai,Furniture,Allow Furniture,2063.53,8,0.17,131.92
392,ORD00392,10-04-2026,15-04-2026,Keith Keller,Corporate,Chennai,Beauty,Spend Fashion,9824.89,8,0.37,2563.68
393,ORD00393,27-03-2026,01-04-2026,Cassandra Lane,Corporate,Pune,Beauty,With Electronics,9731.81,9,0.33,844.3
394,ORD00394,14-06-2024,16-06-2024,Bradley Henry,Consumer,Hyderabad,Beauty,Inside Furniture,9896.07,6,0.4,1451.96
395,ORD00395,01-02-2026,04-02-2026,Antonio Ross,Home Office,Chennai,Electronics,Tree Beauty,2167.01,6,0.04,14.44
396,ORD00396,13-11-2024,15-11-2024,Allison Hall,Corporate,Chennai,Electronics,Local Beauty,4628.44,3,0.13,187.15
397,ORD00397,04-12-2025,11-12-2025,Sandra Boyer,Corporate,Delhi,Grocery,Involve Furniture,2768.3,6,0.28,692.44
398,ORD00398,12-04-2026,14-04-2026,Maria Hall,Corporate,Pune,Beauty,Build Fashion,972.26,3,0.36,213.6
399,ORD00399,29-08-2024,02-09-2024,Laura Garcia,Home Office,Delhi,Beauty,Somebody Furniture,5190.37,5,0.43,-914.86
400,ORD00400,11-10-2025,18-10-2025,Vincent Ayala,Consumer,Bangalore,Fashion,Low Fashion,5202.87,2,0.44,860.67
401,ORD00401,30-03-2026,31-03-2026,Patrick Campbell,Consumer,Delhi,Fashion,Win Furniture,9212.17,4,0.03,-1701.81
402,ORD00402,20-09-2025,27-09-2025,Susan Davis,Corporate,Hyderabad,Beauty,Increase Beauty,4793.35,10,0.23,-140.15
403,ORD00403,07-02-2026,13-02-2026,Steven Weaver,Consumer,Bangalore,Beauty,Good Furniture,5656.72,5,0.4,-160.43
